一年期意外险	意外身故、伤残
一年期意外险	意外医疗
一年期意外险	住院误工津贴
一年期意外险	救护车费用报销
一年期意外险	飞机意外身故、伤残
一年期意外险	火车意外身故、伤残
一年期意外险	轮船意外身故、伤残
一年期意外险	汽车意外身故、伤残
一年期意外险	意外住院垫付/担保服务
团体短期综合意外险	意外伤害身故和伤残
团体短期综合意外险	意外伤害医疗
团体短期综合意外险	飞机意外伤害身故和伤残
团体短期综合意外险	火车意外伤害身故和伤残
团体短期综合意外险	轮船意外伤害身故和伤残
团体短期综合意外险	汽车意外伤害身故和伤残
团体短期综合意外险	高风险运动意外身故和伤残
团体短期综合意外险	高风险运动意外医疗
团体短期综合意外险	意外住院津贴
团体短期综合意外险	猝死
团体短期综合意外险	救护车费用
团体短期综合意外险	24小时电话医疗服务/代垫付住院保证金
企业团体综合意外险	意外伤害身故/伤残
企业团体综合意外险	意外伤害医疗
企业团体综合意外险	意外住院津贴
企业团体综合意外险	重大疾病
企业团体综合意外险	疾病(含猝死)身故
企业团体综合意外险	飞机意外身故/伤残
企业团体综合意外险	火车（含地铁）意外伤害身故/伤残
企业团体综合意外险	轮船意外身故/伤残
企业团体综合意外险	汽车意外身故/伤残
企业团体综合意外险	私家车驾驶或乘坐意外身故/残疾
企业团体综合意外险	24小时电话医疗服务/代垫付住院保证金
团体国内旅游保险	意外身故/伤残
团体国内旅游保险	意外伤害医疗
团体国内旅游保险	高风险运动（意外身故/伤残）
团体国内旅游保险	高风险运动（意外伤害医疗）
团体国内旅游保险	旅行急性病医疗费用补偿
团体国内旅游保险	急性病身故或全残
团体国内旅游保险	意外住院津贴
团体国内旅游保险	交通工具意外伤害身故
团体国内旅游保险	旅行票证损失
团体国内旅游保险	旅行随身行李损失
团体国内旅游保险	医疗运送和送返
团体国内旅游保险	丧葬费
团体国内旅游保险	亲属前往处理后事
团体国内旅游保险	亲属慰问探访
团体国内旅游保险	境内住院垫付及电话医学咨询
短期综合意外险	意外伤害身故和残疾
短期综合意外险	意外伤害医疗
短期综合意外险	飞机意外伤害身故和残疾
短期综合意外险	火车意外伤害身故和残疾
短期综合意外险	轮船意外伤害身故和残疾
短期综合意外险	汽车意外伤害身故和残疾
短期综合意外险	高风险运动意外身故和残疾
短期综合意外险	高风险运动意外医疗
短期综合意外险	意外住院津贴
